sentence,onset,offset,duration
je le berçai,1510.5,1511.35,0.849999999999909
je lui disais la fleur que tu aimes n' est pas en danger,1511.84,1515.29,3.4500000000000455
je lui dessinerai une muselière à ton mouton,1515.57,1517.69,2.1200000000001182
je te dessinerai une armure pour ta fleur,1518.19,1520.08,1.8899999999998727
je,1520.62,1521.03,0.41000000000008185
je ne savais pas trop quoi dire,1521.77,1523.19,1.4200000000000728
je me sentais très maladroit,1523.47,1525.19,1.7200000000000273
je ne savais comment l' atteindre où le rejoindre,1526.01,1528.97,2.9600000000000364
c' est tellement mystérieux le pays des larmes,1529.6799999999998,1532.15,2.4700000000002547
j' appris bien vite à mieux connaître cette fleur,1538.2714999999998,1541.21,2.9385000000002037
il avait toujours eu sur la planète de le petit prince des fleurs très simples ornées d' un seul rang de pétales et qui ne tenaient point de place et qui ne dérangeaient personne,1541.97,1553.47,11.5
elles apparaissaient un matin dans l' herbe et puis elles s' éteignaient le soir,1554.6,1558.67,4.070000000000164
mais celle là avait germé un jour d' une graine apportée d' on ne sait où et le petit prince avait surveillé de très près cette brindille qui ne ressemblait pas à les autres brindilles,1559.45,1570.74,11.289999999999964
ça pouvait être un nouveau genre de baobab,1571.63,1573.9,2.269999999999982
mais l' arbuste cessa vite de croître et commença de préparer une fleur,1574.86,1579.86,5.0
le petit prince qui assistait à l' installation d' un bouton énorme sentait bien qu' il en sortirait une apparition miraculeuse,1580.94,1589.49,8.549999999999955
mais la fleur n' en finissait pas de se préparer à être belle,1589.94,1593.66,3.7200000000000273
à l' abri de sa chambre verte elle choisissait avec soin ses couleurs,1594.03,1598.9299999999998,4.899999999999864
elle s' habillait lentement,1599.47,1600.95,1.4800000000000182
elle ajustait un à un ses pétales,1601.33,1603.84,2.509999999999991
elle ne voulait pas sortir toute fripée comme les coquelicots,1604.58,1607.54,2.9600000000000364
elle ne voulait apparaître que dans le plein rayonnement de sa beauté,1608.2,1611.98,3.7799999999999727
eh oui elle était très coquette,1612.64,1615.09,2.449999999999818
sa toilette mystérieuse avait donc duré des jours et des jours,1615.92,1619.85,3.9299999999998363
et puis voici qu' un matin justement à l' heure de le lever de le soleil elle s' était montrée,1620.97,1626.24,5.269999999999982
et elle qui avait travaillé avec tant de précision dit en bâillant ah je me réveille à peine,1627.2,1634.44,7.240000000000009
je vous demande pardon,1634.85,1636.0,1.150000000000091
je suis encore toute décoiffée,1636.27,1638.15,1.8800000000001091
le petit prince alors ne put contenir son admiration,1638.99,1643.14,4.150000000000091
que vous êtes belle,1644.2,1645.71,1.509999999999991
n' est ce pas,1646.75,1647.31,0.5599999999999454
répondit doucement la fleur,1647.74,1649.27,1.5299999999999727
et je suis née en même temps que le soleil,1649.83,1651.75,1.9200000000000728
le petit prince devina bien qu' elle n' était pas trop modeste,1652.94,1656.06,3.119999999999891
mais elle était si émouvante,1656.42,1658.47,2.0499999999999545
c' est l' heure je crois de le petit déjeuner,1659.66,1661.57,1.9099999999998545
avait elle bientôt ajouté,1661.9,1663.4,1.5
auriez vous la bonté de penser à moi,1664.07,1665.81,1.740000000000009
et le petit prince tout confus ayant été chercher un arrosoir d' eau fraîche avait servi la fleur,1666.94,1673.4,6.460000000000036
ainsi l' avait elle bien vite tourmenté par sa vanité un peu ombrageuse,1674.44,1678.74,4.2999999999999545
un jour par exemple parlant de ses quatre épines elle avait dit à le petit prince ils peuvent venir les tigres avec leurs griffes,1679.2,1687.33,8.129999999999882
il n' y a pas de tigres sur ma planète,1687.86,1689.72,1.8600000000001273
avait objecté le petit prince,1690.06,1691.67,1.6100000000001273
et puis les tigres ne mangent pas d' herbe,1692.39,1694.01,1.6199999999998909
je ne suis pas une herbe,1694.83,1696.15,1.3200000000001637
avait doucement répondu la fleur,1696.63,1698.36,1.7299999999997908
pardonnez moi,1698.9299999999998,1699.71,0.7800000000002001
je ne crains rien des tigres mais j' ai horreur des courants d' air,1700.49,1703.64,3.150000000000091
vous n' auriez pas un paravent,1704.29,1705.41,1.1200000000001182
horreur des courants d' air,1706.49,1707.86,1.3699999999998909
ce n' est pas de chance pour une plante,1708.14,1709.84,1.699999999999818
avait remarqué le petit prince,1710.26,1711.88,1.6200000000001182
cette fleur est bien compliquée,1712.37,1713.88,1.5100000000002183
le soir vous me mettrez sous globe,1715.05,1716.83,1.7799999999999727
il fait très froid chez vous c' est mal installé,1717.1,1719.52,2.4200000000000728
là d' où je viens,1719.92,1720.78,0.8599999999999
mais elle s' était interrompue,1721.58,1722.9,1.3200000000001637
elle était venue sous forme de graine,1723.44,1725.2,1.759999999999991
elle n' avait rien pu connaître des autres mondes,1725.64,1727.83,2.189999999999827
humiliée de s' être laissé surprendre à préparer un mensonge aussi naïf elle avait toussé deux ou trois fois pour mettre le petit prince dans son tort,1728.58,1737.45,8.870000000000118
ce paravent,1738.834827,1739.46,0.6251730000001317
j' allais le chercher mais vous me parliez,1740.36,1742.21,1.8500000000001364
alors elle avait forcé sa toux pour lui infliger quand même des remords,1743.37,1747.51,4.1400000000001
ainsi le petit prince malgré la bonne volonté de son amour avait vite douté d' elle,1748.42,1754.01,5.589999999999918
il avait pris à le sérieux des mots sans importance et était devenu très malheureux,1754.77,1759.57,4.7999999999999545
j' aurais dû ne pas l' écouter,1760.72,1762.02,1.2999999999999545
me confia t il un jour,1762.33,1763.59,1.259999999999991
il ne faut jamais écouter les fleurs,1764.07,1765.97,1.900000000000091
il faut les regarder et les respirer,1766.53,1768.6799999999998,2.1499999999998636
la mienne embaumait ma planète mais je ne savais pas m' en réjouir,1769.22,1773.13,3.910000000000082
cette histoire de griffes qui m' avait tellement agacé eût dû m' attendrir,1773.72,1778.04,4.319999999999936
il me confia encore,1779.08,1780.4,1.3200000000001637
je n' ai alors rien su comprendre,1780.98,1782.9299999999998,1.949999999999818
j' aurais dû la juger sur les actes et non sur les mots,1783.36,1786.1799999999998,2.8199999999999363
elle m' embaumait et m' éclairait,1786.86,1788.67,1.8100000000001728
je n' aurais jamais dû m' enfuir,1789.17,1790.79,1.6199999999998909
j' aurais dû deviner sa tendresse derrière ses pauvres ruses,1791.44,1794.25,2.8099999999999454
les fleurs sont si contradictoires,1794.83,1796.87,2.0399999999999636
mais j' étais trop jeune pour savoir l' aimer,1797.69,1799.54,1.849999999999909
je crois qu' il profita pour son évasion d' une migration d' oiseaux sauvages,1802.640919,1807.59,4.949080999999978
à le matin de le départ il mit sa planète bien en ordre,1808.46,1811.72,3.259999999999991
il ramona soigneusement ses volcans en activité,1812.95,1816.02,3.0699999999999363
il possédait deux volcans en activité,1816.53,1818.67,2.1400000000001
et c' était bien commode pour faire chauffer le petit déjeuner de le matin,1819.21,1822.07,2.8599999999999
il possédait aussi un volcan éteint mais comme il disait on ne sait jamais il ramona donc également le volcan éteint,1822.89,1831.19,8.299999999999955
s' ils sont bien ramonés les volcans brûlent doucement et régulièrement sans éruptions,1832.15,1837.35,5.199999999999818
les éruptions volcaniques sont comme des feux de cheminée,1838.11,1841.02,2.910000000000082
évidemment sur notre terre nous sommes beaucoup trop petits pour ramoner nos volcans,1841.65,1845.5,3.849999999999909
c' est pourquoi ils nous causent des tas d' ennuis,1846.23,1848.53,2.2999999999999545
le petit prince arracha aussi avec un peu de mélancolie les dernières pousses de baobabs,1849.88,1855.38,5.5
il croyait ne jamais devoir revenir,1856.06,1858.43,2.3700000000001182
mais tous ces travaux familiers lui parurent ce matin là extrêmement doux,1859.3,1863.79,4.490000000000009
et quand il arrosa une dernière fois la fleur et se prépara à la mettre à l' abri sous son globe il se découvrit l' envie de pleurer,1864.8,1873.06,8.259999999999991
adieu dit il à la fleur mais elle ne lui répondit pas,1874.26,1878.1,3.839999999999918
adieu répéta t il,1879.14,1880.84,1.699999999999818
la fleur toussa mais ce n' était pas à cause de son rhume,1881.62,1884.83,3.2100000000000364
j' ai été sotte,1885.92,1886.85,0.9299999999998363
lui dit elle enfin,1887.19,1888.14,0.9500000000000455
je te demande pardon,1888.55,1889.56,1.009999999999991
tâche d' être heureux,1889.84,1890.74,0.900000000000091
il fut surpris par l' absence de reproches,1891.61,1893.96,2.3500000000001364
il restait là tout déconcerté le globe en l' air,1895.06,1898.53,3.4700000000000273
il ne comprenait pas cette douceur calme,1898.98,1901.1,2.119999999999891
mais oui je t' aime,1902.07,1903.21,1.1400000000001
lui dit la fleur,1903.52,1904.46,0.9400000000000546
tu n' en as rien su par ma faute,1904.94,1906.82,1.8799999999998818
cela n' a aucune importance,1907.1,1908.57,1.4700000000000273
mais tu as été aussi sot que moi,1909.07,1910.47,1.400000000000091
tâche d' être heureux,1911.02,1911.87,0.849999999999909
laisse ce globe tranquille,1912.31,1913.52,1.2100000000000364
je n' en veux plus,1913.94,1914.72,0.7799999999999727
mais le vent,1915.69,1916.48,0.7899999999999636
je ne suis pas si enrhumée que ça,1917.35,1918.75,1.400000000000091
l' air frais de la nuit me fera de le bien,1919.28,1920.86,1.5799999999999272
je suis une fleur,1921.15,1922.11,0.959999999999809
mais les bêtes,1923.35,1924.224467,0.8744670000000951
il faut bien que je supporte deux ou trois chenilles si je veux connaître les papillons,1925.468899,1928.77,3.301101000000017
il paraît que c' est tellement beau sinon qui me rendra visite,1929.39,1933.18,3.7899999999999636
tu seras loin toi,1933.63,1934.61,0.9799999999997908
quant à les grosses bêtes je ne crains rien,1935.17,1936.8,1.6299999999998818
j' ai mes griffes,1937.02,1937.872216,0.8522159999999985
et elle montrait naïvement ses quatre épines,1939.142755,1941.81,2.667244999999866
puis elle ajouta ne traîne pas comme ça,1942.48,1945.08,2.599999999999909
c' est agaçant,1945.08,1945.81,0.7300000000000182
tu as décidé de partir,1946.08,1947.38,1.300000000000182
va t' en,1947.58,1948.04,0.4600000000000364
car elle ne voulait pas qu' il la vît pleurer,1948.53,1950.46,1.9300000000000637
c' était une fleur tellement orgueilleuse,1950.87,1953.4,2.5300000000002
il se trouvait dans la région des astéroïdes 325 326 327 328 329 et 330,1956.47,1966.5,10.029999999999973
il commença donc par les visiter pour y chercher une occupation et pour s' instruire,1967.38,1972.14,4.759999999999991
le premier était habité par un roi,1973.04,1975.08,2.0399999999999636
le roi siégeait habillé de pourpre et d' hermine sur un trône très simple et cependant majestueux,1975.67,1982.32,6.649999999999864
ah voilà un sujet s' écria le roi quand il aperçut le petit prince,1983.46,1987.8,4.339999999999918
et le petit prince se demanda comment peut il me reconnaître puisqu il ne m' a encore jamais vu,1988.54,1993.78,5.240000000000009
il ne savait pas que pour les rois le monde est très simplifié,1994.84,1998.89,4.050000000000182
tous les hommes sont des sujets,1999.29,2000.72,1.4300000000000637
approche toi que je te voie mieux lui dit le roi qui était tout fier d' être enfin roi pour quelqu un,2001.65,2007.35,5.699999999999818
le petit prince chercha des yeux où s' asseoir mais la planète était tout encombrée par le magnifique manteau d' hermine il resta donc debout et comme il était fatigué il bâilla,2008.48,2020.26,11.779999999999973
il est contraire à l' étiquette de bâiller en présence d' un roi,2021.34,2023.99,2.650000000000091
lui dit le monarque je te l' interdis,2024.21,2026.44,2.230000000000018
je ne peux pas m' en empêcher répondit le petit prince tout confus,2027.56,2030.82,3.259999999999991
j' ai fait un long voyage et je n' ai pas dormi,2031.43,2033.54,2.1099999999999
alors lui dit le roi je t' ordonne de bâiller,2034.39,2037.3,2.9099999999998545
je n' ai vu personne bailler depuis des années,2037.84,2040.38,2.540000000000191
les bâillements sont pour moi des curiosités,2040.63,2042.53,1.8999999999998636
allons bâille encore,2043.04,2044.28,1.240000000000009
c' est un ordre,2044.45,2045.16,0.7100000000000364
ça m' intimide,2046.35,2047.29,0.9400000000000546
je ne peux plus fit le petit prince tout rougissant,2047.66,2050.77,3.1099999999999
hum hum répondit le roi alors je je t' ordonne tantôt de bâiller et tantôt de,2051.58,2058.65,7.070000000000164
il bredouillait un peu et paraissait vexé,2059.31,2061.85,2.5399999999999636
car le roi tenait essentiellement à ce que son autorité fût respectée,2062.75,2066.92,4.170000000000073
il ne tolérait pas la désobéissance,2067.52,2070.11,2.5900000000001455
c' était un monarque absolu mais comme il était très bon il donnait des ordres raisonnables,2070.6800000000003,2076.42,5.739999999999782
si j' ordonnais disait il couramment si j' ordonnais à un général de se changer en oiseau de mer et si le général n' obéissait pas ce ne serait pas la faute de général,2077.92,2087.46,9.539999999999964
ce serait ma faute,2087.8900000000003,2088.96,1.069999999999709
puis je m' asseoir s' enquit timidement le petit prince,2090.13,2093.35,3.2199999999998
je t' ordonne de t' asseoir lui répondit le roi qui ramena majestueusement un pan de son manteau d' hermine,2094.0,2100.46,6.460000000000036
mais le petit prince s' étonnait la planète était minuscule,2101.38,2105.31,3.9299999999998363
sur quoi le roi pouvait il bien régner,2105.88,2108.4,2.519999999999982
sire lui dit il je vous demande pardon de vous interroger,2109.1800000000003,2113.13,3.949999999999818
je t' ordonne de m' interroger se hâta de dire le roi,2113.69,2116.85,3.1599999999998545
sire sur quoi régnez vous,2117.62,2119.5,1.8800000000001091
sur tout répondit le roi avec une grande simplicité,2120.36,2124.49,4.129999999999654
sur tout le roi d' un geste discret désigna sa planète les autres planètes et les étoiles,2125.26,2132.34,7.079999999999927
sur tout ça dit le petit prince,2133.26,2135.46,2.199999999999818
sur tout ça répondit le roi,2135.99,2138.04,2.050000000000182
car non seulement c' était un monarque absolu mais c' était un monarque universel,2139.15,2144.1800000000003,5.0300000000002
et les étoiles vous obéissent,2145.24,2146.63,1.3900000000003274
bien sûr lui dit le roi,2147.31,2149.05,1.7400000000002365
elles obéissent aussitôt,2149.54,2150.74,1.199999999999818
je ne tolère pas l' indiscipline,2150.98,2152.6800000000003,1.7000000000002728
un tel pouvoir émerveilla le petit prince,2153.8900000000003,2156.99,3.0999999999994543
s' il l' avait détenu lui même il aurait pu assister non pas à quarante quatre mais à soixante douze ou même à cent ou même à deux cents couchers de soleil dans la même journée sans avoir jamais à tirer sa chaise,2157.4,2171.28,13.88000000000011
et comme il se sentait un peu triste à cause de le souvenir de sa petite planète abandonnée il s' enhardit à solliciter une grâce de le roi,2172.58,2180.36,7.7800000000002
je voudrais voir un coucher de soleil,2181.48,2183.2000000000003,1.7200000000002547
faites moi plaisir,2183.63,2184.56,0.9299999999998363
ordonnez à le soleil de se coucher,2184.91,2186.53,1.6200000000003456
si j' ordonnais à un général de voler d' une fleur à l' autre à la façon d' un papillon ou d' écrire une tragédie ou de se changer en oiseau de mer et si le général n' exécutait pas l' ordre reçu qui de lui ou de moi serait dans son tort,2187.48,2200.99,13.509999999999764
ce serait vous dit fermement le petit prince,2201.6400000000003,2204.25,2.6099999999996726
exact il faut exiger de chacun ce que chacun peut donner,2204.83,2208.48,3.650000000000091
reprit le roi,2208.8,2209.63,0.8299999999999272
l' autorité repose d' abord sur la raison,2210.6,2213.01,2.4100000000003092
si tu ordonnes à ton peuple d' aller se jeter à la mer il fera la révolution,2213.4700000000003,2217.59,4.119999999999891
j' ai le droit d' exiger l' obéissance parce que mes ordres sont raisonnables,2218.28,2222.07,3.7899999999999636
alors mon coucher de soleil rappela le petit prince qui jamais n' oubliait une question une fois qu' il l' avait posée,2223.06,2229.69,6.630000000000109
ton coucher de soleil tu l' auras,2230.6400000000003,2232.15,1.5099999999997635
je l' exigerai mais j' attendrai dans ma science de le gouvernement que les conditions soient favorables,2232.4500000000003,2238.08,5.629999999999654
quand ça sera t il s' informa le petit prince,2239.27,2242.21,2.9400000000000546
hem hem lui répondit le roi qui consulta d' abord un gros calendrier,2243.0,2247.62,4.619999999999891
hem hem ce sera vers vers ce sera ce soir vers sept heures quarante,2248.33,2254.51,6.180000000000291
et tu verras comme je suis bien obéi,2254.94,2256.63,1.6900000000000546
le petit prince bâilla,2257.79,2259.11,1.3200000000001637
il regrettait son coucher de soleil manqué et puis il s' ennuyait déjà un peu,2259.69,2264.15,4.460000000000036
je n' ai plus rien à faire ici,2265.25,2266.56,1.3099999999999454
dit il à le roi,2266.8,2267.55,0.75
je vais repartir,2268.06,2269.09,1.0300000000002
ne pars pas répondit le roi qui était si fier d' avoir un sujet,2269.76,2273.77,4.0099999999997635
ne pars pas,2274.41,2274.94,0.5300000000002001
je te fais ministre,2274.94,2275.96,1.0199999999999818
ministre de quoi,2276.71,2277.6400000000003,0.930000000000291
de de la justice,2278.48,2280.24,1.7599999999997635
mais il n' y a personne à juger,2281.1800000000003,2282.73,1.5499999999997272
on ne sait pas,2283.769024,2284.46,0.6909759999998641
lui dit le roi,2284.71,2285.49,0.7799999999997453
je n' ai pas fait encore le tour de mon royaume,2285.99,2288.11,2.1200000000003456
je suis très vieux,2288.4,2289.37,0.9699999999997999
je n' ai pas de place pour un carrosse et ça me fatigue de marcher,2289.57,2292.9700000000003,3.400000000000091
oh mais j' ai déjà vu dit le petit prince qui se pencha pour jeter encore un coup d' oeil sur l' autre côté de la planète,2293.99,2300.38,6.390000000000327
il n' y a personne là bas non plus,2301.06,2302.53,1.4700000000002547
tu te jugeras donc toi même lui répondit le roi,2303.51,2306.28,2.769999999999982
c' est le plus difficile,2306.8,2308.17,1.3699999999998909
il est bien plus difficile de se juger soi même que de juger autrui,2308.63,2312.05,3.4200000000000728
si tu réussis à bien te juger c' est que tu es un véritable sage,2312.65,2316.34,3.6900000000000546
moi dit le petit prince je puis me juger moi même n' importe où,2317.51,2321.41,3.899999999999636
je n' ai pas besoin d' habiter ici,2321.8,2323.34,1.5399999999999636
hem hem dit le roi,2324.59,2326.4,1.8099999999999454
je crois bien que sur ma planète il y a quelque part un vieux rat,2326.88,2329.87,2.9899999999997817
je l' entends la nuit,2330.12,2331.09,0.9700000000002547
tu pourras juger ce vieux rat,2331.4700000000003,2332.83,1.3599999999996726
tu le condamneras à mort de temps en temps ainsi sa vie dépendra de ta justice,2333.33,2338.01,4.680000000000291
mais tu le gracieras chaque fois pour l' économiser,2338.52,2340.81,2.2899999999999636
il n' y en a qu' un,2341.16,2341.87,0.7100000000000364
moi répondit le petit prince je n' aime pas condamner à mort,2343.1400000000003,2346.76,3.619999999999891
et je crois bien que je m' en vais,2347.07,2348.25,1.1799999999998363
non dit le roi,2349.27,2350.51,1.2400000000002365
mais le petit prince ayant achevé ses préparatifs ne voulut point peiner le vieux monarque,2351.33,2356.73,5.400000000000091
si votre majesté désirait être obéie ponctuellement elle pourrait me donner un ordre raisonnable,2358.07,2363.1400000000003,5.070000000000164
elle pourrait m' ordonner par exemple de partir avant une minute,2363.7000000000003,2367.35,3.649999999999636
il me semble que les conditions sont favorables,2367.85,2370.06,2.2100000000000364
le roi n' ayant rien répondu le petit prince hésita d' abord puis avec un soupir prit le départ,2371.46,2378.58,7.119999999999891
je te fais mon ambassadeur,2379.17,2380.61,1.4400000000000546
se hâta alors de crier le roi,2381.24,2383.09,1.8500000000003638
il avait un grand air d' autorité,2383.65,2385.78,2.130000000000109
les grandes personnes sont bien étranges,2386.9700000000003,2389.05,2.0799999999999272
se dit le petit prince en lui même durant son voyage,2389.38,2392.96,3.5799999999999272
la seconde planète était habitée par un vaniteux,2396.12,2399.0,2.880000000000109
ah ah voilà la visite d' un admirateur s' écria de loin le vaniteux dès qu' il aperçut le petit prince,2399.85,2406.46,6.610000000000127
car pour les vaniteux les autres hommes sont des admirateurs,2407.04,2410.6,3.5599999999999454
bonjour dit le petit prince,2411.51,2413.34,1.8299999999999272
vous avez un drôle de chapeau,2413.7200000000003,2415.05,1.3299999999999272
c' est pour saluer,2416.1,2417.1800000000003,1.080000000000382
lui répondit le vaniteux,2417.36,2418.62,1.2599999999997635
c' est pour saluer quand on m' acclame,2418.88,2420.6,1.7199999999998
malheureusement il ne passe jamais personne par ici,2420.9500000000003,2423.83,2.8799999999996544
ah oui dit le petit prince qui ne comprit pas,2424.74,2427.34,2.600000000000364
frappe tes mains l' une contre l' autre,2428.21,2429.86,1.650000000000091
conseilla donc le vaniteux,2430.1,2431.55,1.4500000000002728
le petit prince frappa ses mains l' une contre l' autre,2432.5,2435.27,2.769999999999982
le vaniteux salua modestement en soulevant son chapeau,2435.84,2439.02,3.1799999999998363
ça c' est plus amusant que la visite à le roi,2440.06,2441.99,1.9299999999998363
se dit en lui même le petit prince et il recommença de frapper ses mains l' une contre l' autre,2442.41,2447.71,5.300000000000182
le vaniteux recommença de saluer en soulevant son chapeau,2448.65,2451.98,3.3299999999999272
après cinq minutes d' exercice le petit prince se fatigua de la monotonie de le jeu,2453.03,2457.9,4.869999999999891
et pour que le chapeau tombe demanda t il que faut il faire,2459.16,2463.12,3.9600000000000364
mais le vaniteux ne l' entendit pas,2463.9700000000003,2465.76,1.7899999999999636
les vaniteux n' entendent jamais que les louanges,2466.21,2469.03,2.8200000000001637
est ce que tu m' admires vraiment beaucoup,2470.17,2471.7200000000003,1.550000000000182
demanda t il à le petit prince,2472.1400000000003,2473.71,1.569999999999709
qu' est ce que signifie admirer,2474.34,2475.83,1.4899999999997817
admirer signifie reconnaître que je suis l' homme le plus beau le mieux habillé le plus riche et le plus intelligent de la planète,2476.59,2483.41,6.819999999999709
mais tu es seul sur ta planète,2484.48,2486.11,1.6300000000001091
fais moi ce plaisir,2486.9300000000003,2488.06,1.1299999999996544
admire moi quand même,2488.24,2489.24,1.0
je t' admire dit le petit prince en haussant un peu les épaules,2490.4300000000003,2493.86,3.4299999999998363
mais en quoi cela peut il bien t' intéresser,2494.37,2496.6400000000003,2.2700000000004366
et le petit prince s' en fut,2497.6400000000003,2499.15,1.5099999999997635
les grandes personnes sont décidément bien bizarres,2500.2,2502.9700000000003,2.7700000000004366
se dit il simplement en lui même durant son voyage,2503.3500000000004,2506.65,3.299999999999727
la planète suivante était habitée par un buveur,2509.77,2512.71,2.9400000000000546
cette visite fut très courte mais elle plongea le petit prince dans une grande mélancolie,2513.2,2518.23,5.0300000000002
que fais tu là,2519.87,2520.36,0.49000000000023647
dit il à le buveur qu' il trouva installé en silence devant une collection de bouteilles vides et une collection de bouteilles pleines,2520.94,2528.76,7.820000000000164
je bois répondit le buveur d' un air lugubre,2529.94,2533.7200000000003,3.7800000000002
pourquoi bois tu,2534.66,2535.51,0.8500000000003638
lui demanda le petit prince,2536.26,2537.76,1.5
pour oublier répondit le buveur,2538.37,2541.1000000000004,2.730000000000473
pour oublier quoi s' enquit le petit prince qui déjà le plaignait,2542.3,2546.4300000000003,4.130000000000109
pour oublier que j' ai honte avoua le buveur en baissant la tête,2547.67,2551.79,4.119999999999891
honte de quoi s' informa le petit prince qui désirait le secourir,2552.7,2556.88,4.180000000000291
honte de boire acheva le buveur qui s' enferma définitivement dans le silence,2558.03,2563.92,5.889999999999873
et le petit prince s' en fut perplexe,2564.88,2567.37,2.4899999999997817
les grandes personnes sont décidément très très bizarres,2568.57,2571.59,3.019999999999982
se disait il en lui même durant le voyage,2572.05,2574.82,2.769999999999982
la quatrième planète était celle de le businessman,2577.9,2581.26,3.3600000000001273
cet homme était si occupé qu' il ne leva même pas la tête à l' arrivée de le petit prince,2581.9700000000003,2587.01,5.039999999999964
bonjour lui dit celui ci,2587.8,2589.59,1.7899999999999636
votre cigarette est éteinte,2590.21,2591.6400000000003,1.430000000000291
trois et deux font cinq,2592.81,2594.4300000000003,1.6200000000003456
cinq et sept douze,2594.6200000000003,2596.21,1.5899999999996908
douze et trois quinze,2596.55,2598.27,1.7199999999998
bonjour,2598.7000000000003,2599.5,0.7999999999997272
quinze et sept vingt deux,2599.9700000000003,2601.5,1.5299999999997453
vingt deux et six vingt huit,2601.94,2603.81,1.8699999999998909
pas le temps de la rallumer,2604.04,2605.5800000000004,1.5400000000004184
vingt six et cinq trente et un,2606.0,2607.9500000000003,1.9500000000002728
ouf ça fait donc cinq cent un millions six cent vingt deux mille sept cent trente et un,2608.42,2613.86,5.440000000000055
cinq cents millions de quoi,2614.9100000000003,2616.13,1.2199999999998
hein tu es toujours là,2617.19,2618.56,1.3699999999998909
cinq cent un millions de je ne sais plus,2619.17,2621.88,2.7100000000000364
j' ai tellement de travail,2622.23,2623.63,1.400000000000091
je suis sérieux moi,2624.15,2625.2000000000003,1.050000000000182
je ne m' amuse pas à des balivernes,2625.5800000000004,2627.42,1.8399999999996908
deux et cinq sept,2628.27,2629.79,1.5199999999999818
cinq cent un millions de quoi répéta le petit prince qui jamais de sa vie n' avait renoncé à une question une fois qu' il l' avait posée,2631.02,2638.9700000000003,7.950000000000273
le businessman leva la tête,2639.975848,2641.7200000000003,1.7441520000002129
depuis cinquante quatre ans que j' habite cette planète ci je n' ai été dérangé que trois fois,2642.65,2647.42,4.769999999999982
la première fois ç a été il y a vingt deux ans par un hanneton qui était tombé dieu sait d' où,2648.2000000000003,2653.55,5.349999999999909
il répandait un bruit épouvantable et j' ai fait quatre erreurs dans une addition,2654.4500000000003,2659.2000000000003,4.75
la seconde fois ç a été il y a onze ans par une crise de rhumatisme,2660.21,2664.8700000000003,4.660000000000309
je manque d' exercice,2665.3500000000004,2666.52,1.169999999999618
je n' ai pas le temps de flâner,2666.99,2668.36,1.3700000000003456
je suis sérieux moi,2668.74,2669.77,1.0300000000002
la troisième fois la voici,2670.69,2672.52,1.8299999999999272
je disais donc cinq cent un millions,2673.3,2675.5800000000004,2.2800000000002
millions de quoi,2676.3700000000003,2677.51,1.1399999999998727
le businessman comprit qu' il n' était point d' espoir de paix,2678.52,2681.7000000000003,3.180000000000291
millions de ces petites choses que l' on voit quelquefois dans le ciel,2682.4300000000003,2685.6800000000003,3.25
des mouches,2686.55,2687.3,0.75
mais non des petites choses qui brillent,2688.1200000000003,2690.1000000000004,1.9800000000000182
des abeilles,2691.02,2691.67,0.650000000000091
mais non des petites choses dorées qui font rêvasser les fainéants,2692.3,2695.53,3.230000000000018
mais je suis sérieux moi,2695.9,2697.09,1.1900000000000546
je n' ai pas le temps de rêvasser,2697.42,2698.94,1.5199999999999818
ah des étoiles,2699.8900000000003,2701.4700000000003,1.5799999999999272
c' est bien ça des étoiles,2702.03,2703.58,1.5499999999997272
et que fais tu de cinq cents millions d' étoiles,2703.58,2706.76,3.180000000000291
cinq cent un millions six cent vingt deux mille sept cent trente et un,2707.9100000000003,2711.6800000000003,3.769999999999982
je suis sérieux moi,2712.08,2713.1400000000003,1.0600000000004002
je suis précis,2713.42,2714.33,0.9099999999998545
et que fais tu de ces étoiles,2715.28,2716.76,1.4800000000000182
ce que j' en fais,2717.4100000000003,2718.19,0.7799999999997453
oui,2719.1200000000003,2719.34,0.2199999999997999
rien,2720.26,2720.6800000000003,0.42000000000007276
je les possède,2720.94,2721.9100000000003,0.9700000000002547
tu possèdes les étoiles,2722.92,2724.27,1.349999999999909
oui,2725.27,2725.5600000000004,0.29000000000041837
mais j' ai déjà vu un roi qui,2726.6600000000003,2728.36,1.699999999999818
les rois ne possèdent pas,2728.6800000000003,2729.8100000000004,1.1300000000001091
ils règnent sur,2730.23,2731.5,1.2699999999999818
c' est très différent,2731.79,2732.86,1.0700000000001637
et à quoi cela te sert il de posséder les étoiles,2734.08,2736.61,2.5300000000002
ça me sert à être riche,2737.61,2739.19,1.5799999999999272
et à quoi cela te sert il d' être riche,2740.4300000000003,2742.48,2.049999999999727
à acheter d' autres étoiles si quelqu un en trouve,2743.53,2746.36,2.8299999999999272
celui là se dit en lui même le petit prince il raisonne un peu comme mon ivrogne,2747.48,2752.4700000000003,4.9900000000002365
cependant il posa encore des questions,2753.46,2756.02,2.5599999999999454
comment peut on posséder les étoiles,2756.9300000000003,2758.99,2.0599999999994907
à qui sont elles,2759.9300000000003,2760.8900000000003,0.9600000000000364
riposta grincheux le businessman,2761.26,2763.79,2.5299999999997453
je ne sais pas,2764.76,2765.4700000000003,0.7100000000000364
à personne,2765.88,2766.57,0.6900000000000546
alors elles sont à moi car j' y ai pensé le premier,2767.23,2770.4300000000003,3.200000000000273
ça suffit,2771.44,2772.1200000000003,0.680000000000291
bien sûr,2772.92,2773.65,0.7300000000000182
